Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,summary,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
MBJLD25C,journalArticle,2014,"Hopkins, David; Stringfield, Sam; Harris, Alma; Stoll, Louise; Mackay, Tony",School and system improvement: a narrative state-of-the-art review,School Effectiveness and School Improvement,,0924-3453,10.1080/09243453.2014.885452,https://doi.org/10.1080/09243453.2014.885452,"Over the last 4 decades, the school effectiveness and school improvement research bases have gained prominence and recognition on the international stage. In both a theoretical and empirical sense, they have matured through a wide range of well-documented projects, interventions, and innovations across a range of countries, describing how efforts to help schools become increasingly effective learning environments for the full range of their students have been more or less successful. This review presents evidence of the effects of reform efforts at the school and system levels, through articulating 5 phases: Phase 1 – understanding the organisational culture of the school;Phase 2 – action research and research initiatives at the school level;Phase 3 – managing change and comprehensive approaches to school reform;Phase 4 – building capacity for student learning at the local level and the continuing emphasis on leadership;Phase 5 – towards systemic improvement. The review concludes by reflecting on how the phases evolve and overlap and offers 3 concluding thoughts about how to identify those levers that together provide more powerful ways to enhance the learning and achievement of our students within a systemic context.",4/3/2014,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:27,257-281,,2,25,,,School and system improvement,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1080/09243453.2014.885452,,/Users/nicolapoppy/Zotero/storage/CG8AZ5N9/Hopkins et al_2014_School and system improvement.pdf; /Users/nicolapoppy/Zotero/storage/KS5XBYEA/09243453.2014.html,,,educational effectiveness; educational ineffectiveness; educational policy; school effectiveness; teacher effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6FA3IY4M,journalArticle,2018,"Hessler, Michael; Pöpping, Daniel M; Hollstein, Hanna; Ohlenburg, Hendrik; Arnemann, Philip H; Massoth, Christina; Seidel, Laura M; Zarbock, Alexander; Wenk, Manuel",Availability of cookies during an academic course session affects evaluation of teaching,Medical Education,,1365-2923,10.1111/medu.13627,https://onlinelibrary.wiley.com/doi/abs/10.1111/medu.13627,"Objectives Results from end-of-course student evaluations of teaching (SETs) are taken seriously by faculties and form part of a decision base for the recruitment of academic staff, the distribution of funds and changes to curricula. However, there is some doubt as to whether these evaluation instruments accurately measure the quality of course content, teaching and knowledge transfer. We investigated whether the provision of chocolate cookies as a content-unrelated intervention influences SET results. Methods We performed a randomised controlled trial in the setting of a curricular emergency medicine course. Participants were 118 third-year medical students. Participants were randomly allocated into 20 groups, 10 of which had free access to 500 g of chocolate cookies during an emergency medicine course session (cookie group) and 10 of which did not (control group). All groups were taught by the same teachers. Educational content and course material were the same for both groups. After the course, all students were asked to complete a 38-question evaluation form. Results A total of 112 students completed the evaluation form. The cookie group evaluated teachers significantly better than the control group (113.4 ± 4.9 versus 109.2 ± 7.3; p = 0.001, effect size 0.68). Course material was considered better (10.1 ± 2.3 versus 8.4 ± 2.8; p = 0.001, effect size 0.66) and summation scores evaluating the course overall were significantly higher (224.5 ± 12.5 versus 217.2 ± 16.1; p = 0.008, effect size 0.51) in the cookie group. Conclusions The provision of chocolate cookies had a significant effect on course evaluation. These findings question the validity of SETs and their use in making widespread decisions within a faculty.",2018,7/2/2022 18:17,7/2/2022 18:17,11/11/2021 13:43,1064-1072,,10,52,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1111/medu.13627,,/Users/nicolapoppy/Zotero/storage/B83MJBAS/Hessler et al_2018_Availability of cookies during an academic course session affects evaluation of.pdf; /Users/nicolapoppy/Zotero/storage/AG6ADN2X/medu.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUJIPST7,journalArticle,2007,"Hiebert, James; Morris, Anne K.; Berk, Dawn; Jansen, Amanda",Preparing Teachers to Learn from Teaching,Journal of Teacher Education,,0022-4871,10.1177/0022487106295726,https://doi.org/10.1177/0022487106295726,"The authors propose a framework for teacher preparation programs that aims to help prospective teachers learn how to teach from studying teaching. The framework is motivated by their interest in defining a set of competencies that provide a deliberate, systematic path to becoming an effective teacher over time. The framework is composed of four skills, rooted in the daily activity of teaching, that when deployed deliberately and systematically, constitute a process of creating and testing hypotheses about cause-effect relationships between teaching and learning during classroom lessons. In spite of the challenges of acquiring these skills, the authors argue that the framework outlines a more realistic and more promising set of beginning teacher competencies than those of traditional programs designed to produce graduates with expert teaching strategies.",1/1/2007,7/2/2022 18:17,7/2/2022 18:17,6/14/2022 1:58,47-61,,1,58,,Journal of Teacher Education,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,/Users/nicolapoppy/Zotero/storage/5CZGGJCB/Hiebert et al_2007_Preparing Teachers to Learn from Teaching.pdf,,,analyzing teaching; learning to teach; teacher preparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T6XIJ8BM,journalArticle,2012,"Hiebert, James; Morris, Anne K.","Teaching, Rather Than Teachers, As a Path Toward Improving Classroom Instruction",Journal of Teacher Education,,0022-4871,10.1177/0022487111428328,https://doi.org/10.1177/0022487111428328,"For several historical and cultural reasons, the United States has long pursued a strategy of improving teaching by improving teachers. The rarely questioned logic underlying this choice says that by improving the right characteristics of teachers, they will teach more effectively. The authors expose the assumptions on which this logic is built, propose an alternative approach to improving teaching that engages teachers (and researchers) directly in the work of improving teaching, present some indirect evidence to support this approach, and examine the cultural traditions and beliefs that have kept the conventional approach in place for so long.",3/1/2012,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:03,92-102,,2,63,,Journal of Teacher Education,,,,,,,,en,,,,,SAGE Journals,,Publisher: SAGE Publications Inc,,"/Users/nicolapoppy/Zotero/storage/D55YLGNM/Hiebert_Morris_2012_Teaching, Rather Than Teachers, As a Path Toward Improving Classroom Instruction.pdf",,,school/teacher effectiveness; teacher education/development; teacher learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJJWBBRQ,journalArticle,2016,"Hatfield, Bridget E.; Burchinal, Margaret R.; Pianta, Robert C.; Sideris, John",Thresholds in the association between quality of teacher–child interactions and preschool children’s school readiness skills,Early Childhood Research Quarterly,,0885-2006,10.1016/j.ecresq.2015.09.005,https://www.sciencedirect.com/science/article/pii/S0885200615300053,"The present study examines the extent to which the association between school readiness skills and preschool classroom quality is higher in classrooms in which quality is above a threshold than when quality is below that threshold. A sample of 222 teachers and 875 children participated in a large, multi-site study. Classroom quality was defined as effective teacher–child interactions and measured by the Classroom Assessment Scoring System. Children’s language, literacy, and inhibitory control were assessed in the fall and spring. Using predetermined thresholds for high quality, associations between quality and children’s skills in inhibitory control and phonological awareness were greater when CLASS Emotional Support was rated higher, while associations between quality and skills in literacy (phonological awareness and print knowledge) were greater in classrooms in which CLASS Classroom Organization scores were higher. Effect sizes were moderate to large (d=0.43–0.84) for associations between outcomes and quality in the higher quality ranges. Empirical approaches to identify thresholds, indicated relations between inhibitory control and both Classroom Organization and Emotional Support as higher when teacher–child interactions were rated as more effective. These results contribute to emerging evidence that features of classroom experience, such as qualities of teacher–child interactions, are more strongly associated with higher levels of children’s school readiness skills when the nature of those experiences (i.e., interactions) are in the upper ranges of the distribution. However, the evidence reported herein do not warrant recommendations for specific thresholds and inconsistencies in the study’s findings in comparison to previous research require further investigation before direct implications for thresholds in quality would be warranted.",7/1/2016,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 16:21,561-571,,,36,,Early Childhood Research Quarterly,,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/TTJSRXF5/Hatfield et al. - 2016 - Thresholds in the association between quality of t.pdf; /Users/nicolapoppy/Zotero/storage/NP69643X/S0885200615300053.html,,,Child care quality; Classroom assessment scoring system; Preschool/pre-kindergarten; School readiness skills; Teacher–child interactions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NU8QGV9E,journalArticle,1996,"Hashweh, Maher Z.",Effects of science teachers' epistemological beliefs in teaching,Journal of Research in Science Teaching,,1098-2736,10.1002/(SICI)1098-2736(199601)33:1<47::AID-TEA3>3.0.CO;2-P,http://onlinelibrary.wiley.com/doi/abs/10.1002/%28SICI%291098-2736%28199601%2933%3A1%3C47%3A%3AAID-TEA3%3E3.0.CO%3B2-P,"In recent years there has been a renewed interest in investigating teachers' beliefs in general, and science teachers' epistemological beliefs in particular. However, very few studies have investigated the effects of these epistemological beliefs in teaching. The purpose of this study was to test the hypotheses that teachers holding constructivist beliefs (a) are more likely to detect student alternative conceptions; (b) have a richer repertoire of teaching strategies; (c) use potentially more effective teaching strategies for inducing student conceptual change; (d) report more frequent use of effective teaching strategies: and (e) highly valuate these teaching strategies compared with teachers holding empiricist beliefs. Through the use of a three-part questionnaire consisting of critical incidents, direct questions about teacher strategies of conceptual change, and ratings of the use and importance of specific teaching strategies, data were obtained from 35 science teachers with different science backgrounds and teaching at different educational levels. Analysis of the data supported all five hypotheses. The findings are discussed in terms of their implications for further research. © 1996 John Wiley & Sons, Inc.",1996,7/2/2022 18:17,7/2/2022 18:17,6/13/2022 23:49,47-63,,1,33,,,,,,,,,,en,,,,,Wiley Online Library,,_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291098-2736%28199601%2933%3A1%3C47%3A%3AAID-TEA3%3E3.0.CO%3B2-P,,/Users/nicolapoppy/Zotero/storage/6IPP8228/Hashweh_1996_Effects of science teachers' epistemological beliefs in teaching.pdf; /Users/nicolapoppy/Zotero/storage/HY3KI7XK/J Res Sci Teach - January 1996 - Hashweh - Effects of science teachers  epistemological beliefs in teaching.pdf; /Users/nicolapoppy/Zotero/storage/Z7V538K7/(SICI)1098-2736(199601)33147AID-TEA33.0.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMUNUTVE,journalArticle,1999,"Hargreaves, David H.",The Knowledge-Creating School,British Journal of Educational Studies,,0007-1005,10.1111/1467-8527.00107,https://doi.org/10.1111/1467-8527.00107,Moving into the knowledge society at a time when expectations of schools and teachers continue to rise creates an urgent need for better professional knowledge about the management of schools and effective teaching and learning. This demand arises in part because university-based researchers have not hitherto been very successful in either the creation or dissemination of such knowledge. It is argued that success in meeting this demand will continue to elude us as long as the conventional approaches to educational R&D persist. Patterns of knowledge creation and dissemination in high technology firms are suggestive of the conditions under which the creation of professional knowledge in education and its more rapid dissemination throughout the whole education service might flourish. The implications of this radical reconceptualization of knowledge creation and its dissemination in education are explored.,6/1/1999,7/2/2022 18:17,7/2/2022 18:17,6/13/2022 23:53,122-144,,2,47,,,,,,,,,,,,,,,Taylor and Francis+NEJM,,Publisher: Routledge _eprint: https://doi.org/10.1111/1467-8527.00107,,/Users/nicolapoppy/Zotero/storage/4GRG9QH9/Hargreaves_1999_The Knowledge-Creating School.pdf; /Users/nicolapoppy/Zotero/storage/WIENUJTK/1467-8527.html,,,dissemination; educational research; knowledge; profession,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XKBK63EG,journalArticle,2016,"Hanushek, Eric A.; Rivkin, Steven G.; Schiman, Jeffrey C.",Dynamic effects of teacher turnover on the quality of instruction,Economics of Education Review,,0272-7757,10.1016/j.econedurev.2016.08.004,https://www.sciencedirect.com/science/article/pii/S027277571530087X,"It is widely believed that teacher turnover adversely affects the quality of instruction in urban schools serving predominantly disadvantaged children, and a growing body of research investigates various components of turnover effects. The evidence at first seems contradictory, as the quality of instruction appears to decline following turnover despite the fact that most work shows higher attrition for less effective teachers. This raises concerns that confounding factors bias estimates of transition differences in teacher effectiveness, the adverse effects of turnover or both. After taking more extensive steps to account for nonrandom sorting of students into classrooms and endogenous teacher exits and grade-switching, we replicate existing findings of adverse selection out of schools and negative effects of turnover in lower-achievement schools. But we find that these turnover effects can be fully accounted for by the resulting loss in experience and productivity loss following the reallocation of some incumbent teachers to different grades.",12/1/2016,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 21:22,132-148,,,55,,Economics of Education Review,,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/KFSW5NW8/Hanushek et al. - 2016 - Dynamic effects of teacher turnover on the quality.pdf; /Users/nicolapoppy/Zotero/storage/YXPVNFDE/S027277571530087X.html,,,Estimation of teacher effects; Teacher quality; Teacher turnover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7K49AWRS,journalArticle,2014,"Hallinger, Philip; Heck, Ronald H.; Murphy, Joseph",Teacher evaluation and school improvement: An analysis of the evidence,"Educational Assessment, Evaluation and Accountability",,1874-8600,10.1007/s11092-013-9179-5,https://doi.org/10.1007/s11092-013-9179-5,"In recent years, substantial investments have been made in reengineering systems of teacher evaluation. The new generation models of teacher evaluation typically adopt a standards-based view of teaching quality and include a value-added measure of growth in student learning. With more than a decade of experience and research, it is timely to assess empirical evidence bearing on the efficacy of this school improvement strategy. This paper examines the new generation of teacher evaluation along three lines of analysis: evidence on the magnitude, consistency, and stability of teacher effects on student learning, evidence on the impact of teacher evaluation on growth in student learning, and literature from the sociology of organizations on how schools function. Although the trend towards focusing on teacher evaluation is increasingly evident internationally, most of the empirical research evaluated in this paper is from the USA. This critical evaluation of the empirical literature yields two key conclusions. First, we conclude that the policy logic supporting this reform remains considerably stronger than the empirical evidence. Second, we suggest that alternative improvement strategies may yield more positive results and at a lower cost in terms of staff time and district funds.",2/1/2014,7/2/2022 18:17,7/2/2022 18:17,5/19/2022 21:44,28-May,,1,26,,Educ Asse Eval Acc,Teacher evaluation and school improvement,,,,,,,en,,,,,Springer Link,,,,/Users/nicolapoppy/Zotero/storage/4HSCW5J7/Hallinger et al. - 2014 - Teacher evaluation and school improvement An anal.pdf,,,Teacher evaluation; Teacher effectiveness; Educational effectiveness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THHMGXJF,journalArticle,2015,"Haerens, Leen; Aelterman, Nathalie; Vansteenkiste, Maarten; Soenens, Bart; Van Petegem, Stijn",Do perceived autonomy-supportive and controlling teaching relate to physical education students' motivational experiences through unique pathways? Distinguishing between the bright and dark side of motivation,Psychology of Sport and Exercise,,1469-0292,10.1016/j.psychsport.2014.08.013,https://www.sciencedirect.com/science/article/pii/S1469029214001204,"Objectives Grounded in Self-Determination Theory (SDT), this study examined the mediating role of students' experiences of need satisfaction and need frustration in associations between perceived teaching style and students' motivation and oppositional defiance in the context of physical education. Specifically, we tested an integrated model including both a ‘bright’ path from perceived autonomy-supportive teaching through need satisfaction toward autonomous motivation and a ‘dark’ pathway from perceived controlling teaching through need frustration toward controlled motivation, amotivation, and oppositional defiance. Design Cross-sectional study. Methods To investigate the proposed paths structural equation modeling was used in a sample of 499 secondary school students (44% boys, Mage = 15.77 ± 1.16). Results We found that perceived autonomy-supportive and controlling teaching, as well as need satisfaction and need frustration, constitute different constructs relating distinctively to motivational outcomes. Consistent with the notion of a bright and dark path, perceived autonomy support was related primarily to autonomous motivation, with need satisfaction mediating this association, whereas perceived controlling teaching was related primarily to controlled motivation and amotivation, through need frustration. Perceived controlling teaching also displayed a direct and unique relationship with oppositional defiance. Conclusions To more accurately capture the detrimental effects of controlling teaching, this teaching dimension along with its consequences in terms of need frustration and motivational outcomes needs to be studied in its own right. It is also discussed that effective teacher training may raise awareness among teachers about the motivational risks associated with controlling practices.",3/1/2015,7/2/2022 18:17,7/2/2022 18:17,5/20/2022 0:11,26-36,,,16,,Psychology of Sport and Exercise,Do perceived autonomy-supportive and controlling teaching relate to physical education students' motivational experiences through unique pathways?,,,,,,,en,,,,,ScienceDirect,,,,/Users/nicolapoppy/Zotero/storage/2SZHEKLL/Haerens et al_2015_Do perceived autonomy-supportive and controlling teaching relate to physical.pdf; /Users/nicolapoppy/Zotero/storage/Z339SMB5/S1469029214001204.html,,,Motivation; Defiance; Psychological needs; Self-determination; Teacher; Teaching style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
